window,lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline
default,crop_farming,1,ET0105,9,0.35739943385124207,0.5235854551818846,0.7511306405067444,0.3323628604412079,0.5742461528856802,0.7006409168243408
default,crop_farming,1,ET0106,9,0.7558938264846802,1.0809889638162724,0.19781827926635742,0.737506091594696,1.1035133024208135,0.164040207862854
default,crop_farming,1,ET0107,9,0.6941036581993103,0.980605066557572,-0.40746164321899414,0.5964927673339844,0.9446502446517502,-0.30614185333251953
default,crop_farming,1,ET0301,9,0.6300809979438782,0.7759433957205089,-0.9785526990890503,0.6443601250648499,0.7654896830655269,-0.9256007671356201
default,crop_farming,1,ET0302,9,0.18872348964214325,0.24506103966804907,0.13092249631881714,0.17566841840744019,0.24400095186770926,0.13842511177062988
default,crop_farming,1,ET0303,9,0.7471900582313538,0.861309924982212,-0.028316259384155273,0.7433272004127502,0.832203019012131,0.040010809898376465
default,crop_farming,1,ET0304,9,0.43941518664360046,0.6564588441506782,-0.1185455322265625,0.5560177564620972,0.6404140869548648,-0.0645362138748169
default,crop_farming,1,ET0305,9,0.47522395849227905,0.5342965285925781,-0.6324794292449951,0.3248427212238312,0.43355073801412713,-0.07488715648651123
default,crop_farming,1,ET0306,9,0.14269191026687622,0.16527880235952358,-2.465500831604004,0.1186293512582779,0.14479995570595403,-1.6599197387695312
default,crop_farming,1,ET0307,9,0.09797739237546921,0.1003055878438444,-3447367.0,1.923243144119624e-05,4.893995972781995e-05,0.1793375015258789
default,crop_farming,1,ET0308,9,0.5913393497467041,0.6937434032916986,0.28161537647247314,0.5675532817840576,0.6918606746469002,0.2855093479156494
default,crop_farming,1,ET0309,9,0.09101490676403046,0.09842681145540486,-1877.1728515625,0.0015184349613264203,0.0027319888017946423,-0.446993350982666
default,crop_farming,1,ET0310,9,0.7004842758178711,0.8244396474158312,-0.24671220779418945,0.6783285737037659,0.816379674451579,-0.22245490550994873
default,crop_farming,1,ET0311,9,0.16204527020454407,0.21065404178122393,-3.3805956840515137,0.15170492231845856,0.19726446359122546,-2.8414156436920166
default,crop_farming,1,ET0312,9,0.0894208550453186,0.09416636257611324,-8279.453125,0.0006254249019548297,0.001004022674613518,0.058653414249420166
default,crop_farming,1,ET0401,9,0.09056338667869568,0.0987145255372259,-0.612440824508667,0.021916057914495468,0.0629211704047979,0.34488844871520996
default,crop_farming,1,ET0402,9,0.09211817383766174,0.1013658894656061,-2.4692893028259277,0.01550730038434267,0.044161479483869046,0.34151774644851685
default,crop_farming,1,ET0403,9,0.09262049943208694,0.09676536462823623,-25615.99609375,0.0002137687406502664,0.0005094005855359548,0.290083646774292
default,crop_farming,1,ET0404,9,0.0918448269367218,0.09474649907742791,-9942.6435546875,0.0007851918344385922,0.0010296339799456414,-0.17431581020355225
default,crop_farming,1,ET0405,9,0.1041526347398758,0.11918862345280537,-1402.76171875,0.0022689634934067726,0.004034381879221967,-0.608339786529541
default,crop_farming,1,ET0406,9,0.4444849193096161,0.485182519714434,-2.6294844150543213,0.09745875000953674,0.18689507016241683,0.4614446759223938
default,crop_farming,1,ET0407,9,0.5131714344024658,0.5549236385978549,-6.096038341522217,0.2535824179649353,0.30986277486745945,-1.2125256061553955
default,crop_farming,1,ET0408,9,0.30168500542640686,0.36141694497967125,-0.846672534942627,0.3278557062149048,0.3674747074272662,-0.9090961217880249
default,crop_farming,1,ET0409,9,0.476636677980423,0.5296396644620263,-0.6479055881500244,0.3213166296482086,0.41586899299972796,-0.015978217124938965
default,crop_farming,1,ET0413,9,0.1262834668159485,0.14150924303983609,-7.221646308898926,0.05398058891296387,0.0803803491883255,-1.6527049541473389
default,crop_farming,1,ET0416,9,0.09684482216835022,0.10029680863173357,-3152.978515625,0.0008418824872933328,0.0017859024679747187,0.0
